Marca_Temporal,ID_Unico,Texto,Texto_Procesado,Longitud_Tokens,Emocion,Longitud_Texto
4/29/2024 13:26:44,TBIDV696,Cuando voy al gym ,cuando voy al gym,6,Estrés,4
4/23/2024 19:48:07,GKU8ECFL,Pues con calma y trato de solucionarlo y si ya no se puede asumo las consecuencias ,pues con calma y trato de solucionarlo y si ya no se puede asumo las consecuencias,18,Ira,16
5/16/2024 0:55:45,IX724P8G,"el único paso que hago es analizar que consecuencias positivas o negativas tendría mi decisión, para ser lo más prudente y seguro al momento de decidir","el único paso que hago es analizar que consecuencias positivas o negativas tendría mi decisión, para ser lo más prudente y seguro al momento de decidir",27,Miedo,26
5/9/2024 18:31:44,BQK35SUL,Cuando estoy en el trabajo y pienso en las tareas que tengo que llegar a hacer.,cuando estoy en el trabajo y pienso en las tareas que tengo que llegar a hacer.,17,Estrés,16
4/24/2024 15:34:08,893V9WHU,"Evaluó el entorno a esa decisión, se la platicó a alguien más para que me de su punto de vista y si me conviene, la tomo. ","evaluó el entorno a esa decisión, se la platicó a alguien más para que me de su punto de vista y si me conviene, la tomo.",32,Miedo,26
5/16/2024 8:46:06,91VK19HH,Después de regresar de la escuela,después de regresar de la escuela,6,Estrés,6
4/25/2024 18:32:43,DXF0Z2FN,En general mi estado de animo es alegre ,en general mi estado de animo es alegre,9,Felicidad,8
4/24/2024 14:34:04,POQ9TK13,Cuando no duermo bien ,cuando no duermo bien,4,Estrés,4
4/24/2024 19:53:13,9FBVNJ3U,"Trato de ser lo más centrada posible , ya que si nos exponernos a situaciones de enojo o nervios puede llegar a tomarse una mala decisión","trato de ser lo más centrada posible , ya que si nos exponernos a situaciones de enojo o nervios puede llegar a tomarse una mala decisión",28,Ira,26
4/28/2024 17:44:49,43K4VHCP,"Soy muy despreocupado ante esos sucesos, y normalmente reacciono de la mejor manera, y pienso en posibles soluciones, entre ellas la de pedir ayuda","soy muy despreocupado ante esos sucesos, y normalmente reacciono de la mejor manera, y pienso en posibles soluciones, entre ellas la de pedir ayuda",31,Ira,24
5/20/2024 1:29:54,7PFSQZGK,"Evito reaccionar, prefiero pensarlo como cosas que pasan por algo ","evito reaccionar, prefiero pensarlo como cosas que pasan por algo",12,Ira,10
4/24/2024 11:41:02,DZ9DN7BK,Ultimamente estos últimos dias ,ultimamente estos últimos dias,5,Estrés,4
4/24/2024 15:03:56,VONE103T,Los pequeños momentos efímeros de la vida a los que todos somos adictos ,los pequeños momentos efímeros de la vida a los que todos somos adictos,16,Felicidad,13
5/16/2024 16:57:14,KGOL6JXH,Cuando gano una apuesta,cuando gano una apuesta,4,Felicidad,4
5/16/2024 9:36:26,BLO78S1C,Ninguna,ninguna,1,Tristeza,1
5/9/2024 13:20:19,QXWPZ23V,"Me estreso de momento, pero ya después me tranquilizo porque si ya pasó, entonces no hay nada que hacer, ni puedo cambiar el pasado, entonces pienso que hacer ","me estreso de momento, pero ya después me tranquilizo porque si ya pasó, entonces no hay nada que hacer, ni puedo cambiar el pasado, entonces pienso que hacer",34,Ira,28
5/1/2024 16:59:46,IRUH1G2Z,Cuando veo futbol y pasa algo malo al equipo que apoyo,cuando veo futbol y pasa algo malo al equipo que apoyo,11,Tristeza,11
4/29/2024 13:31:46,PRUNGY5A,"Angustiada, con nerviosismo y preocupación ","angustiada, con nerviosismo y preocupación",8,Ira,5
4/24/2024 11:16:48,QCURT76I,con mi familia y amigos,con mi familia y amigos,5,Felicidad,5
4/25/2024 14:51:28,89R7BFY3,Con enojo hacia las actividades que tengo que realizar ,con enojo hacia las actividades que tengo que realizar,10,Ira,9
4/25/2024 21:55:05,1C8YLNRI,Al ser minimizado ,al ser minimizado,4,Estrés,3
4/23/2024 19:48:07,IAADDB7O,"Al momento de tener varios y distintos pendientes, o al pensar si llegaré a fin de mes, también al momento de sobre pensar las cosas y situaciones que no puedo cambiar ","al momento de tener varios y distintos pendientes, o al pensar si llegaré a fin de mes, también al momento de sobre pensar las cosas y situaciones que no puedo cambiar",34,Estrés,31
5/2/2024 23:42:40,Q8HPCRF0,Casi la mayoría de las veces al final del día me siento cansado.,casi la mayoría de las veces al final del día me siento cansado.,14,Estrés,13
4/24/2024 12:19:11,LI6RUZZW,"Cuando empiezo a pensar en qué cosas debo hacer, las que no he hecho y las que ya he hecho y las que podría hacer","cuando empiezo a pensar en qué cosas debo hacer, las que no he hecho y las que ya he hecho y las que podría hacer",26,Preocupación,25
5/16/2024 12:53:47,3EAZ56FK,"Cuando hago de comer en mi casa, cuando las cosas no me salen como esperaba y cuando estoy apresurada de tiempo","cuando hago de comer en mi casa, cuando las cosas no me salen como esperaba y cuando estoy apresurada de tiempo",23,Estrés,21
4/23/2024 19:48:07,GXLRPJ5F,"Cuando hago algo y recibo halagos sobre eso, cuando hago ejercicio, cuando escucho podcast de motivación, mejora personal, etc","cuando hago algo y recibo halagos sobre eso, cuando hago ejercicio, cuando escucho podcast de motivación, mejora personal, etc",26,Felicidad,19
4/26/2024 17:05:18,25DC2F4Q,Un nudo en la garganta ,un nudo en la garganta,5,Preocupación,5
4/25/2024 19:18:17,A8QN8I2L,Cuando hago una introspección en mi ,cuando hago una introspección en mi,9,Tristeza,6
5/9/2024 18:29:23,1RKPWNBF,"Regularmente me pongo nervioso, ansioso y trato de respirar y buscar soluciones. ","regularmente me pongo nervioso, ansioso y trato de respirar y buscar soluciones.",14,Ira,12
4/24/2024 19:40:22,W9LAW009,"Cuando me siento abrumado por ruidos (cohetes, ladridos de perros, tráfico), cuando pienso en lo corrupto e injusto que es México, cuando pienso que no estoy en mi país de origen, cuando pienso que la mayoría de la gente es desconsiderada, cuando pienso en la contaminación que los humanos provocan y puedo ver sus efectos; la muerte de mi gata","cuando me siento abrumado por ruidos (cohetes, ladridos de perros, tráfico), cuando pienso en lo corrupto e injusto que es méxico, cuando pienso que no estoy en mi país de origen, cuando pienso que la mayoría de la gente es desconsiderada, cuando pienso en la contaminación que los humanos provocan y puedo ver sus efectos; la muerte de mi gata",76,Tristeza,60
5/9/2024 14:35:17,4F5JZDBC,Con la alta temperatura del clima ,con la alta temperatura del clima,6,Estrés,6
5/16/2024 12:00:29,ZJWB22YX,he sentido mucho cansancio en las ultimas semanas,he sentido mucho cansancio en las ultimas semanas,10,Estrés,8
4/25/2024 10:52:29,FZRWA0SY,"cuando llego de la escuela o en debido caso de las practicas profesionales , mas que nada es por el sol .","cuando llego de la escuela o en debido caso de las practicas profesionales , mas que nada es por el sol .",23,Estrés,22
5/17/2024 8:59:10,MCPCHOLY,Sudor ,sudor,1,Preocupación,1
4/24/2024 11:32:16,33JDURG7,Cuando estoy realizando una tarea escolar y me frustro por no poder completarla satisfactoriamente. ,cuando estoy realizando una tarea escolar y me frustro por no poder completarla satisfactoriamente.,18,Tristeza,14
4/24/2024 11:29:56,TE4FJ4MH,"Cuando tengo problemas con mi familia,cuando peleó con personas que me importan, cuando me siento solo ","cuando tengo problemas con mi familia,cuando peleó con personas que me importan, cuando me siento solo",20,Tristeza,16
5/17/2024 0:16:31,JZEC253P,Ninguna,ninguna,1,Tristeza,1
4/30/2024 0:30:58,ZYO6EKLW,A veces lloro antes de ponerme a ver que es lo que tengo que hacer,a veces lloro antes de ponerme a ver que es lo que tengo que hacer,16,Miedo,15
5/22/2024 19:49:00,AI6RPUWX,Cuando no hago lo correcto ,cuando no hago lo correcto,5,Estrés,5
5/24/2024 19:04:24,19QO0M44,Sentirse pleno con lo que se tiene ,sentirse pleno con lo que se tiene,7,Felicidad,7
4/24/2024 11:29:56,TE4FJ4MH,"Cuando estoy con mis amigos,cuando salgo a pasear,cuando juego videojuegos ya sea solo o con mis primos ","cuando estoy con mis amigos,cuando salgo a pasear,cuando juego videojuegos ya sea solo o con mis primos",21,Felicidad,17
5/17/2024 9:44:25,UNBMV59R,"Cuando estoy entrenando, cuando me levanto y cuando me pongo a hacer tareas","cuando estoy entrenando, cuando me levanto y cuando me pongo a hacer tareas",16,Estrés,13
5/16/2024 8:46:06,91VK19HH,"Buscar más opciones, comparar las opciones y reflexionar sobre la opción que elegí ","buscar más opciones, comparar las opciones y reflexionar sobre la opción que elegí",15,Miedo,13
4/26/2024 13:54:03,19NLQDKA,"Yo tiendo mucho a procrastinar, entonces al final de la semana tengo muchas cosas que hacer y eso me estresa  hasta puedo llegar a llorar, el hecho de pensar que no lo voy a lograr me pone mal","yo tiendo mucho a procrastinar, entonces al final de la semana tengo muchas cosas que hacer y eso me estresa hasta puedo llegar a llorar, el hecho de pensar que no lo voy a lograr me pone mal",45,Tristeza,38
4/24/2024 19:07:31,947J0Q5A,Más que nada es el valorar los pros y contras y como pueden afectar a mi entorno o si involucra a más personas como afectaría mi relación con estas a futuro,más que nada es el valorar los pros y contras y como pueden afectar a mi entorno o si involucra a más personas como afectaría mi relación con estas a futuro,32,Miedo,31
5/16/2024 9:36:26,BLO78S1C,Cuando pasó mucho tiempo en la escuela,cuando pasó mucho tiempo en la escuela,7,Estrés,7
5/16/2024 7:20:37,7SV40TFC,"-Cuando las cosas no salen bien
-Cuando le hago daño emocionalmente a alguien que amo
-Cuando se salen de control cosas que creo tener en orden
-Cuando alguien está pasando por un mal rato y no puedo hacer nada por ayudarlo",-cuando las cosas no salen bien -cuando le hago daño emocionalmente a alguien que amo -cuando se salen de control cosas que creo tener en orden -cuando alguien está pasando por un mal rato y no puedo hacer nada por ayudarlo,46,Estrés,41
4/23/2024 19:48:07,HJB227EF,cuando se acercan los finales de semestre,cuando se acercan los finales de semestre,7,Preocupación,7
5/13/2024 20:32:28,I9HEYDJ0,Estrés,estrés,1,Tristeza,1
4/29/2024 18:47:56,EC28OB0I,"Ver por qué si y por qué no a cada una de las.opciones, además de pedir opiniones ","ver por qué si y por qué no a cada una de las.opciones, además de pedir opiniones",20,Miedo,17
4/25/2024 11:42:43,5CHTZV8O,"Me siento estresado cuando mis pendientes se empiezan a cumular, aunque no necesariamente sea porque procrastino, sino más bien que pienso mucho en que al estar haciendo un pendiente, después hay otro y otro. etc. Las situaciones en las que me siento molesto son cuando hago algo que no estoy cómodo haciendo, o que no quería hacer en primer lugar, pero las circunstancias me obligan a hacerlo.","me siento estresado cuando mis pendientes se empiezan a cumular, aunque no necesariamente sea porque procrastino, sino más bien que pienso mucho en que al estar haciendo un pendiente, después hay otro y otro. etc. las situaciones en las que me siento molesto son cuando hago algo que no estoy cómodo haciendo, o que no quería hacer en primer lugar, pero las circunstancias me obligan a hacerlo.",81,Estrés,67
5/17/2024 10:45:56,AYNOOGEB,"Cuando no logro las cosas que quiero, cuando recuerdo las cosas que quisiera hacer y cuando  veo los problemas que hay en mi hogar ","cuando no logro las cosas que quiero, cuando recuerdo las cosas que quisiera hacer y cuando veo los problemas que hay en mi hogar",25,Tristeza,24
4/25/2024 12:28:34,BUUJHLBW,"En la superación de los límites, la autosuficiencia, la auto aceptación en la búsqueda del mayor desarrollo personal así como la forma de enfrentar a la vida lo mejor posible para elegir el mejor camino para uno mismo, o mejor dicho ""una buena vida en la que pueda estar tranquilo sabiendo que logré hacer todo lo que me propuse""","en la superación de los límites, la autosuficiencia, la auto aceptación en la búsqueda del mayor desarrollo personal así como la forma de enfrentar a la vida lo mejor posible para elegir el mejor camino para uno mismo, o mejor dicho ""una buena vida en la que pueda estar tranquilo sabiendo que logré hacer todo lo que me propuse""",69,Felicidad,59
5/24/2024 11:34:36,KIBDSKF6,"En un plan fallido para ver a alguien que vive bastante lejos, viene acompañado de un sentimiento de desilusion porque toda esta situacion queda inconclusa","en un plan fallido para ver a alguien que vive bastante lejos, viene acompañado de un sentimiento de desilusion porque toda esta situacion queda inconclusa",31,Tristeza,25
4/24/2024 11:31:24,PUV5RTZG,"Al tener problemas con mis hermanos, y en tener algunos problemas económicos y no saber resolverlos","al tener problemas con mis hermanos, y en tener algunos problemas económicos y no saber resolverlos",18,Tristeza,16
4/23/2024 19:48:07,GKU8ECFL,Cuando estoy con mi novia o cuando cumplo algo que me propongo ,cuando estoy con mi novia o cuando cumplo algo que me propongo,13,Felicidad,12
4/25/2024 12:15:55,RQF9W09V,Casi todo el dia,casi todo el dia,4,Estrés,4
4/23/2024 21:10:29,GUS8V807,"Al salir con mis amigos, ver a mi familia, en mis hobiies y en terminar mis tareas.","al salir con mis amigos, ver a mi familia, en mis hobiies y en terminar mis tareas.",22,Felicidad,17
4/26/2024 17:07:40,PPI1SV0E,"Trato de no preocuparme demasiado, aprendo de mis errores claro, pero no me torturo por cosas que no puedo controlar","trato de no preocuparme demasiado, aprendo de mis errores claro, pero no me torturo por cosas que no puedo controlar",24,Ira,20
4/23/2024 21:37:25,4SUVP1WR,"primero con mucha frustración por dentro pero con calma por fuera, luego trato de mantener la calma por dentro, luego trato de pensar en que hay cosas que no controlamos y hay cosas que simplemente pueden salir mal, luego trato de seguir con mi día/vida. ","primero con mucha frustración por dentro pero con calma por fuera, luego trato de mantener la calma por dentro, luego trato de pensar en que hay cosas que no controlamos y hay cosas que simplemente pueden salir mal, luego trato de seguir con mi día/vida.",52,Ira,45
5/15/2024 20:43:29,DJWQSCW2,"En casi ninguna, solamente cuando surgen problemas amorosos.","en casi ninguna, solamente cuando surgen problemas amorosos.",11,Tristeza,8
5/13/2024 22:36:11,ZOYW0DWU,Relajación y paz mental ,relajación y paz mental,5,Felicidad,4
4/28/2024 12:04:28,5CYE0BRU,Cuando me frusto por no poder hacer algo como quería que fuera,cuando me frusto por no poder hacer algo como quería que fuera,13,Tristeza,12
4/24/2024 11:35:28,IRB84959,Cuando las cosas no salen como quiero ,cuando las cosas no salen como quiero,7,Estrés,7
4/25/2024 12:55:12,UYE2QAWR,Ninguno,ninguno,1,Miedo,1
4/29/2024 9:09:29,KFH9XJ94,Pensar en el posible resultado,pensar en el posible resultado,5,Miedo,5
5/16/2024 1:44:31,1RHBUABD,"Es el poder sentirse agradecido con las situaciones que vivimos, personas con las que convivimos y el tiempo que invertimos en las cosas","es el poder sentirse agradecido con las situaciones que vivimos, personas con las que convivimos y el tiempo que invertimos en las cosas",26,Felicidad,23
4/26/2024 13:17:38,DCV5DO3V,"Cuando repruebo, cuando debo exponer","cuando repruebo, cuando debo exponer",8,Tristeza,5
5/16/2024 13:45:24,14XGFLGK,"Cansancio,dolor de cabeza, estres, fatiga y a veces mareo.","cansancio,dolor de cabeza, estres, fatiga y a veces mareo.",16,Preocupación,9
4/29/2024 13:53:27,R5NND2PJ,"Simplemente no hago nada, dejar que fluyan las cosas y buscar una solución inmediata ","simplemente no hago nada, dejar que fluyan las cosas y buscar una solución inmediata",16,Ira,14
5/16/2024 0:35:07,CHNLHC6X,Cuando estoy con mi familia,cuando estoy con mi familia,5,Felicidad,5
5/9/2024 13:37:30,G63ZMG4B,"En momentos de estres, o cuando llego de la escuela","en momentos de estres, o cuando llego de la escuela",11,Estrés,10
5/16/2024 9:36:26,BLO78S1C,Cuando tengo muchas tareas pendientes,cuando tengo muchas tareas pendientes,5,Preocupación,5
4/29/2024 9:09:29,KFH9XJ94,Cuando se me juntan las cosas,cuando se me juntan las cosas,7,Tristeza,6
4/26/2024 16:57:51,41U4SDTP,Jugando/Platicando con mis amigos,jugando/platicando con mis amigos,9,Felicidad,4
4/26/2024 11:50:56,LS7WFV2B,Al inicio un poco de impotencia pero después busco una solución rápida a la situación.,al inicio un poco de impotencia pero después busco una solución rápida a la situación.,17,Ira,15
5/16/2024 0:55:45,IX724P8G,"a veces pueden ser dolores de cabeza, pero ya cuando este estresado, a veces también puede ser de que sienta una pequeña presión en el pecho y un poco ansioso, todo depende de la situación donde este alimentando mi preocupación","a veces pueden ser dolores de cabeza, pero ya cuando este estresado, a veces también puede ser de que sienta una pequeña presión en el pecho y un poco ansioso, todo depende de la situación donde este alimentando mi preocupación",45,Preocupación,40
4/24/2024 11:27:42,PPZXS8CP,Enojo o estrés.,enojo o estrés.,5,Ira,3
4/24/2024 11:28:12,T38J7JB4,TODA LA SEMANAS,toda la semanas,3,Estrés,3
5/17/2024 9:32:45,J4TCSVW0,Cuando discuto o siento incomodidad con mi pareja,cuando discuto o siento incomodidad con mi pareja,11,Tristeza,8
5/1/2024 16:59:46,IRUH1G2Z,"Me enojo, ya después lo tomo con calma ","me enojo, ya después lo tomo con calma",10,Ira,8
5/1/2024 23:34:11,XA5DPHB3,Al pensar en el futuro ,al pensar en el futuro,5,Preocupación,5
5/17/2024 11:40:20,KXHR1RPU,"Vivir la vida a tu manera sin presiones de otras personas, buscando siempre vivir de la mejor manera","vivir la vida a tu manera sin presiones de otras personas, buscando siempre vivir de la mejor manera",19,Felicidad,18
4/25/2024 19:18:17,A8QN8I2L,"Me calmo, respiro y soluciono ","me calmo, respiro y soluciono",8,Ira,5
4/23/2024 20:30:08,XEDRH93Z,"Primero analizo la situación, consulto la opinión de personas de confianza o con experiencia en el tema, también busco información adicional. Analizo los puntos de vista y elijo la opción que considero mas adecuada.","primero analizo la situación, consulto la opinión de personas de confianza o con experiencia en el tema, también busco información adicional. analizo los puntos de vista y elijo la opción que considero mas adecuada.",42,Miedo,34
4/24/2024 16:42:06,OY89I1AT,"Buscar las alternativas
Encontrar pros y contras de cada alternativa 
Elegir la opción qué me parece la mejor",buscar las alternativas encontrar pros y contras de cada alternativa elegir la opción qué me parece la mejor,18,Miedo,18
4/24/2024 11:28:12,T38J7JB4,"ESTRESARME UN RATO, RELAJARME Y PENSAR SOBRE EL TEMA.","estresarme un rato, relajarme y pensar sobre el tema.",13,Miedo,9
4/25/2024 21:55:05,1C8YLNRI,Cuando veo a mi familia ,cuando veo a mi familia,5,Felicidad,5
5/16/2024 9:59:21,8MM32FBW,"Me enojo, y me estresó ","me enojo, y me estresó",8,Ira,5
5/17/2024 10:34:41,2CMHRG7X,"Analizar, pensar mis posibles soluciones y elegir mi mejor opción acorde a mis necesidades. ","analizar, pensar mis posibles soluciones y elegir mi mejor opción acorde a mis necesidades.",16,Miedo,14
5/10/2024 22:31:28,S45KT7YO,"Me molesto pero despues comienzo a pensar en alguna solucion
",me molesto pero despues comienzo a pensar en alguna solucion,10,Ira,10
4/25/2024 14:51:28,89R7BFY3,Cuando tengo que hacer varias actividades ,cuando tengo que hacer varias actividades,6,Estrés,6
4/23/2024 19:48:07,7FKG0LV6,Trato de no estresarme encontrar una solución rápida y sino no sucede lo que quiero atenuarme a las consecuencias sin enojo ,trato de no estresarme encontrar una solución rápida y sino no sucede lo que quiero atenuarme a las consecuencias sin enojo,25,Ira,21
5/1/2024 8:23:10,RJYNX3WD,Cuando hago música ,cuando hago música,3,Felicidad,3
5/17/2024 8:59:10,MCPCHOLY,Cuando las cosas no me salen,cuando las cosas no me salen,6,Estrés,6
4/25/2024 22:01:24,U8GAYRZ7,Cuando realizo grandes pagos y veo que me faltan las facturas y me sobra todo un mes por delante. Cuando una persona sobrepasa mis limites.,cuando realizo grandes pagos y veo que me faltan las facturas y me sobra todo un mes por delante. cuando una persona sobrepasa mis limites.,30,Estrés,25
4/25/2024 19:38:25,W8ILZE4K,Al no dormir bien o al tener demasiadas cosas en mente.,al no dormir bien o al tener demasiadas cosas en mente.,12,Estrés,11
4/23/2024 20:30:08,XEDRH93Z,"Algunos días experimento una carga considerable de materias y tareas, especialmente cuando tengo múltiples responsabilidades académicas y personales. Además, después de ir al gimnasio, suelo sentirme cansado.","algunos días experimento una carga considerable de materias y tareas, especialmente cuando tengo múltiples responsabilidades académicas y personales. además, después de ir al gimnasio, suelo sentirme cansado.",33,Estrés,27
4/30/2024 0:22:30,41GHNML3,Con amigos ,con amigos,2,Felicidad,2
4/23/2024 19:48:07,7FKG0LV6,"Disfrutar cada día ,cada momento que haces ,no esperar o dejar pasar el tiempo ","disfrutar cada día ,cada momento que haces ,no esperar o dejar pasar el tiempo",16,Felicidad,14
5/1/2024 23:34:11,XA5DPHB3,"Cuando no hago las cosas bien a la primera o no comprendo un tema 
Cuando extraño a mi familia ",cuando no hago las cosas bien a la primera o no comprendo un tema cuando extraño a mi familia,19,Tristeza,19
5/17/2024 0:16:31,JZEC253P,Con calma y busco una solución y si no la hay me quedo tranquilo,con calma y busco una solución y si no la hay me quedo tranquilo,14,Ira,14
5/2/2024 18:33:09,BHZT40UO,Cuando son situaciones que están bajo mi control.,cuando son situaciones que están bajo mi control.,9,Estrés,8
4/24/2024 15:54:20,Z6ZGAS4H,"Anteriormente me hubiera enojado y decirme a mi misma que no sirvo para nada. 
Pero ahora solo suelo decirme, ""Bien, para la otra hay que poner más atención para que esto no vuelva a suceder""","anteriormente me hubiera enojado y decirme a mi misma que no sirvo para nada. pero ahora solo suelo decirme, ""bien, para la otra hay que poner más atención para que esto no vuelva a suceder""",41,Ira,35
4/29/2024 15:07:54,G1NFK78R,busco soluciones o pido ayuda,busco soluciones o pido ayuda,5,Ira,5
5/1/2024 16:59:46,IRUH1G2Z,Cuando veo futbol y pasa algo malo al equipo que apoyo,cuando veo futbol y pasa algo malo al equipo que apoyo,11,Tristeza,11
5/9/2024 13:19:18,9NUZ5PKN,Planear las cosas y alguien más las estrope o cundo surgen situaciones inesperadamente ,planear las cosas y alguien más las estrope o cundo surgen situaciones inesperadamente,16,Estrés,13
4/24/2024 11:32:16,33JDURG7,Cuando estoy realizando una tarea escolar y me frustro por no poder completarla satisfactoriamente. ,cuando estoy realizando una tarea escolar y me frustro por no poder completarla satisfactoriamente.,18,Tristeza,14
4/30/2024 21:04:57,7CTEOZ0B,"por lo general le suelo dar varias vueltas a lo sucedido, y pensar mucho en ello, pero aún así al final es aceptar algo que no se puede cambiar.","por lo general le suelo dar varias vueltas a lo sucedido, y pensar mucho en ello, pero aún así al final es aceptar algo que no se puede cambiar.",32,Miedo,29
4/24/2024 18:20:17,LXDB8W6X,Al procrastinar y no hacer tareas ,al procrastinar y no hacer tareas,9,Preocupación,6
4/23/2024 19:48:07,9ZRTSOTK,Cuando recibo una buena noticia en mi día o logro algún objetivo.,cuando recibo una buena noticia en mi día o logro algún objetivo.,13,Felicidad,12
5/10/2024 15:20:56,PJEM9DJR,"Busco soluciones, me gusta ser relajado","busco soluciones, me gusta ser relajado",8,Ira,6
5/16/2024 9:59:21,8MM32FBW,Sugeriría que es un estado de plenitud y satisfacción ,sugeriría que es un estado de plenitud y satisfacción,11,Felicidad,9
4/24/2024 15:34:08,893V9WHU,"Cuando estoy triste, no tengo ánimos de nada. ","cuando estoy triste, no tengo ánimos de nada.",11,Estrés,8
4/24/2024 12:19:11,LI6RUZZW,"Supongo que por un momento siento frustración conmigo mismo, pero al mismo tiempo me tranquilizó por qué siempre he pensado que todas las cosas pasan por algo","supongo que por un momento siento frustración conmigo mismo, pero al mismo tiempo me tranquilizó por qué siempre he pensado que todas las cosas pasan por algo",29,Ira,27
4/24/2024 19:40:22,W9LAW009,Reacciono de forma irritada pero a veces me puedo calmar relativamente rápido si son situaciones insignificantes como llegar tardar al trabajo o si mi celular se descarga.,reacciono de forma irritada pero a veces me puedo calmar relativamente rápido si son situaciones insignificantes como llegar tardar al trabajo o si mi celular se descarga.,31,Ira,27
4/24/2024 19:06:32,RC5G5VFK,"Me estreso, muchas veces lloro por que todo lo tengo bajo tiempos para poder realizar las mayores actividades posibles ","me estreso, muchas veces lloro por que todo lo tengo bajo tiempos para poder realizar las mayores actividades posibles",22,Ira,19
4/24/2024 12:03:52,DPW9GBQ3,"Creo que sería el dolor de cabeza, el cansancio y la falta de apetito, son los más notables ","creo que sería el dolor de cabeza, el cansancio y la falta de apetito, son los más notables",21,Preocupación,18
4/24/2024 19:07:31,947J0Q5A,Al tener que tratar forzosamente con personas que me desagradan,al tener que tratar forzosamente con personas que me desagradan,12,Estrés,10
4/24/2024 11:28:12,T38J7JB4,ME ENOJO POR UN MOMENTO Y SE ME QUITA.,me enojo por un momento y se me quita.,11,Ira,9
4/29/2024 14:36:58,X939VKYG,"Cuando siento que no estoy el tiempo suficiente con mi hija por todos los quehaceres de mi hogar, mis tareas, la escuela ,y estar con ella .","cuando siento que no estoy el tiempo suficiente con mi hija por todos los quehaceres de mi hogar, mis tareas, la escuela ,y estar con ella .",32,Tristeza,27
5/10/2024 13:59:01,IPYENR3M,Depués de estar mucho tiempo frente a la computadora por mi trabajo. en general siento un poco de cansancio por mi embarazo.,depués de estar mucho tiempo frente a la computadora por mi trabajo. en general siento un poco de cansancio por mi embarazo.,26,Estrés,22
5/10/2024 19:40:06,ZO6GKY6S,Ver a la gente que quiero,ver a la gente que quiero,6,Felicidad,6
4/24/2024 11:40:06,1GC9M0FT,Ignoro la situación ,ignoro la situación,4,Miedo,3
4/24/2024 12:26:00,ETSMGZBD,"Pensar bien las ventajas y desventajas de cada opción, y elegir la que más me convenga, o en su defecto, guiarme por mi instinto ","pensar bien las ventajas y desventajas de cada opción, y elegir la que más me convenga, o en su defecto, guiarme por mi instinto",30,Miedo,24
5/16/2024 8:46:06,91VK19HH,En la noche cuando siento desesperado por no lograr resultados,en la noche cuando siento desesperado por no lograr resultados,10,Tristeza,10
4/28/2024 12:04:28,5CYE0BRU,Primero con estrés y luego busco la forma de solucionarlo inmediatamente ,primero con estrés y luego busco la forma de solucionarlo inmediatamente,12,Ira,11
5/16/2024 12:00:29,ZJWB22YX,Trato de calmarme y pensar las cosas y su posible solucion,trato de calmarme y pensar las cosas y su posible solucion,12,Miedo,11
4/24/2024 12:24:41,U5RVW5N7,"Ante situaciones difíciles, analizo y trato de  identificar opciones, busco apoyo si es necesario","ante situaciones difíciles, analizo y trato de identificar opciones, busco apoyo si es necesario",17,Miedo,14
5/16/2024 8:38:22,JC7G5EHG,"Dolor de cabeza, dolor de cuello y algunas veces me pongo nerviosa ","dolor de cabeza, dolor de cuello y algunas veces me pongo nerviosa",13,Preocupación,12
4/26/2024 13:40:10,SOQQDFEW,Cuando me enteré que mi hermana le detectaron cancer,cuando me enteré que mi hermana le detectaron cancer,10,Tristeza,9
4/30/2024 0:30:58,ZYO6EKLW,Cuando no me salen las cosas como quiero o como lo planee,cuando no me salen las cosas como quiero o como lo planee,13,Estrés,12
4/30/2024 0:30:58,ZYO6EKLW,La felicidad es un regalo que debemos disfrutar cuando llega ,la felicidad es un regalo que debemos disfrutar cuando llega,10,Felicidad,10
4/24/2024 18:05:56,RA4Y9X5E,Aveces cuando no cumplo mi objetivo del dia que me puse me siento estredado ,aveces cuando no cumplo mi objetivo del dia que me puse me siento estredado,17,Estrés,14
4/24/2024 11:32:16,33JDURG7,"Si llevo una mala racha de cosas, yo lloro ","si llevo una mala racha de cosas, yo lloro",12,Ira,9
4/29/2024 13:24:37,7I9KZQ70,Últimamente solamente al ver películas o series tristes.,últimamente solamente al ver películas o series tristes.,9,Tristeza,8
4/30/2024 21:04:57,7CTEOZ0B,"Me frustraría un poco pero, buscaría la manera de como remediar el incidente tan rápido como se pueda.","me frustraría un poco pero, buscaría la manera de como remediar el incidente tan rápido como se pueda.",23,Ira,18
4/24/2024 11:58:50,GFSFOGBV,"Cuando tengo una carga de trabajo y tarea. Mi horario de clases es temprano, asi que duermo poco","cuando tengo una carga de trabajo y tarea. mi horario de clases es temprano, asi que duermo poco",20,Estrés,18
5/16/2024 13:11:17,ZT2GVR76,"Reacciono de una manera tranquila , una de mis estrategias para no reaccionar de mala forma , es contar hasta 10 , ademas que siento que hay peores situaciones que esas. ","reacciono de una manera tranquila , una de mis estrategias para no reaccionar de mala forma , es contar hasta 10 , ademas que siento que hay peores situaciones que esas.",34,Ira,31
4/24/2024 12:11:29,LOKQGFF4,"Cuando los trabajos están cerca de la fecha de vencimiento, cuando busco ayuda para resolver dudas y no hay respuesta alguna, y cuando económicamente no me doy abasto con algún gasto","cuando los trabajos están cerca de la fecha de vencimiento, cuando busco ayuda para resolver dudas y no hay respuesta alguna, y cuando económicamente no me doy abasto con algún gasto",34,Preocupación,31
