Texto_Procesado,Emocion
Cuando me pongo a pensar sobre mi pasado y el punto en el que estoy a dia de hoy,5
En los días que me la paso todo el día en la Universidad y tengo que hacer los viajes largos de ida/regreso a casa.,0
Cuando sobrepienso los proyectos,4
"respirar, fumarme un cigarro, distraerme",3
Lo intento resolver,2
Comprando tenis,1
Cuando pienso en mi futuro,5
Calificaciones,4
"Le cuento a una persona mayor o a varias y solicito que me den un consejo, le cuento a mi mamá porque debe saber todo lo que pasa en mi vida, ella también me da un consejo y en base a eso tomo una decisión o hago lo que crea correcto. En caso de estar sola pienso las consecuencias y hago lo que creo correcto",3
Enojo,2
Me he sentido preocupado cuando se que debo entregar alguna tarea o actividad y hay un periodo corto de tiempo para entregarlo.,4
"Prkwmro plantear que beneficios o cosas negativas conllevará esto, después ver que cosas me impiden tomarla, finalmente tomarla siempre y cuando sea mejor a corto y a largo plazo.",3
Pensar y buscar ventajas y desventajas,3
"Analizo la situación, pido consejos, hago mi propio criterio y tomo la decisión",3
Cuando los tiempos estimados no son lo que se esperan.,4
hormigueó en cuerpo,4
Últimamente no he sentido esas sensaciones.,5
Me enojo y busco la solución,3
Al desvamelarme frecuentemente o algunos proyectos de la universidad,0
Cuando salgo con mis amigos o platico con ciertas personas,1
Cuando se me llegan a juntar tareas o si llego a sentir que el dinero que tengo para gastos no me va alcanzar,4
"Cuando al momento de realizar algo no logro realizarlo de manera correcta y falla o no veo ningún avance y se necesita entregar pronto, al igual cuando me siento un poco solo o pienso que no soy suficiente para alguien.",5
Cuando tengo exámenes o como son las úlimas semanas cuando tengo más tareas,0
"Haciendo esfuerzo físico, y abrumado con mis responsabilidades académicas",0
LO QUE DECIDA MI CORAZÓN,3
"Ningún paso, solo lo elijo",3
"Mantengo la calma y busco posibles soluciones. Por ejemplo: si se me acaba la batería, le pregunto a mis amigos o compañeros si me prestan cargador. Si olvide las llaves le marco a uno de mis roomies para ver si me pues ayudar a entrar.",2
Despedidas de personas importantes,5
Analizó mis opciones y veo los pros y contras,3
Mirar el atardecer,1
Me pongo nerviosa,3
"Lo primero sería analizar larga y a conciencia las opciones disponibles, e inclusive que tanta posibilidad hay de abrir nuevas opciones. Lo segundo sería elegir la mejor opción tomando en cuenta su impacto diferentes aspectos a corto y largo plazo. Finalmente, y con la elección ya tomada, ir fuerte y sin miedo con la elección tomada a menos que en verdad los primeros resultados sean muy negativos.",3
"Últimamente no he sentido ese sentimiento, pero podría decir que que pongo sentimental cuando me doy cuenta de todo lo que me han dado mis seres queridos, de lo tanto que se han esforzado mis papás y mis hermanos, su apoyo incondicional y su cariño, así que que por eso doy lo mejor de mi para poder recompensarlos.",5
"Lloro, me enojo y hago todo más difícil",3
"Después de largos periodos de estrés académicos, o al hablar menos con amigos",5
"Nada, solo estar enojado, puesto a que no puedo hacer nada para solucionarlo",3
La felicidad es cuando mi mamá me hace algún mimo o me abraza de la nada. La felicidad se siente cálido y acogedor.,1
Normalmente juego videojuegos para olvídarme de todo,3
"En las tardes o los fines de semana, duermo hasta muy tarde",0
"No reacciono con angustia, estoy algo calmado, no actuo de manera explosiva",3
En el trabajo,0
"Simplemente no hago nada, dejar que fluyan las cosas y buscar una solución inmediata",2
"Sudoracion excesiva, falta de aire, temblor en las manos.",4
Cuando planeo algo y no sale como lo espero y además hay demasiadas vueltas para completar eso,0
Pensar en qué me beneficia o perjudica y el tiempo que puede llevarme realizarlo,3
"Experiencias, amor, gozo, situaciones o momentos que nos hacen sentir bien o nos traen paz, que no nos alteran y nos dan confianza para saber que aunque no sean tal vez la mejor situación sabemos que nada se queda igual y que es parte de lo que nos hace crecer",1
Cuando veo que mis papás tienen problemas y yo no puedo hacer nada por ellos me preocupo por ellos,4
Cuando dejo una tarea al último y siento que el tiempo que deje para hacer la tarea es muy justo.,4
"Escalofríos en el cuerpo, sensación de excitación, comezón.",4
Al pasar mis materias y obtener buenas notas en trabajos de las mismas,1
Ser el mismo sin miedo a los prejuicios,1
"Cuando me siento solo, que es seguido",5
En el trabajo,0
Por las mañanas,0
"Usualmente me desespero, pero ya llegado un punto solo pienso en solucionarlo",2
"Como una sensación de escalofríos, siento una especie de presión en mi cabeza, mucho calor, y no puedo estar quieto",4
Tranquilidad y paz,1
Analizar las probabilidades de éxito asi como de fracaso ademas dependiendo de la situación ver qué tan favorable será a corto y largo plazo,3
"Analizar el panorama en el que me encuentro, consultar una opinión con las personas más allegadas a mi y fijar bien mis objetivos para tomar una buena decisión",3
Me estreso cuando tengo muchas tareas pendientes y poco tiempo para terminarlas.,0
Pensar en el posible resultado,3
Cuando siento que se me acaba el tiempo para un proyecto,4
Cuando un docente es injusto. Cuando no sé cómo solucionar un problema académico.,5
"Llorar , llorar me ayuda mucho a liberarme pero si no puedo hacerlo porque estoy en un lugar donde no me siento cómoda , trato de respirar , relajarme , darme un respiro y para todo en mi vida por 3 min Después de eso trato de analizar todas las posibles soluciones y pido ayuda siempre es bueno recibir otra opinión de alguien en quien confías y es importante",3
"Al principio me lamento por lo sucedido, pero pronto acepto que no es útil lamentarse y me pongo a buscar soluciones.",2
No puedo quedarme quieto,4
Cuando regreso a casa de la universidad.,0
"Cuando llego tarde, cuando me siento insegura de mis capacidades y por ende incapaz de no lograr ciertas cosas.",0
Analizo cual es la mejor opción,3
Cuando no entiendo algo o sucede algo fuera de mi control,5
Cuando he pasado mucho tiempo sin visitar a mi familia.,5
En situaciones donde no puedo hacer nada al respecto y siento miedo,5
Reaccionó con desesperación pero luego me tranquilizo,2
Respirar y tomar un break,3
En los proyectos y tareas,0
Muchos nervios y dolor de ojos,4
"En situaciones estresantes, últimamente con la sobrecarga de proyectos y actividades finales en diversas materias se siente estrés y por ende una sensación de querer llorar al no saber qué hacer primero o cómo hacer las cosas",5
Estudiar el problema. Escribir sobre él. Reflexionar. Pedir consejos. Escuchar testimonios de gente con problemas similares,3
"Trato de calmarme, pensar en varias soluciones, y ver cual es la mejor solución",3
La que más me convenga,3
"Él no buscar la felicidad como una recompensa o algo que se pueda encontrar como si fuera un objeto, sino más bien como algo progresivo y constante que te permita ser feliz de una manera natural e inconsiente.",1
Cuando me siento presionado por hacer algo,0
Me estreso pero busco soluciones,2
Al no sentirme capaz de entender fácilmente el cálculo integral,5
Los pequeños momentos efímeros de la vida a los que todos somos adictos,1
"Seria tomar en cuenta varios factores, por ejemplo, al elejir las materias de cada curso tomo en cuenta, cual es el horario que mas me conviene y tambien dependiendo si el maestro tiene una buena reseña o no, si es muy temprano me hago la pregunta de ¿voy a dormir lo suficiente? Y al final de dia tomo una desicion adecuada y pues si tome una mala desicion no importa porque siempre aprendo de lo que hago mal.",3
Tomar en cuenta cual seria la peor y mejor situacion en caso de que eligiera algun camino y como repercutira con el estilo de vida que llevo.,3
En situaciones de presión o de sentirse insuficiente,5
"En las noches, cuando reflexionó sobre mi futuro",4
Pensar en consecuencias más y buenas,3
respiración acelerada y mareo,4
Por lo general después de un día de escuela.,0
Me he sentido muy cansado durante las últimas dos semanas por las tareas y proyectos de la universidad y además porque trabajo los fines de semana.,0
Cuando no tengo dinero,0
"Me enojo, ya después lo tomo con calma",2
"En ambas, ya llevo más de un mes sintiendome bastante agotado",0
Haciendo tareas,0
"Visualizar todas las opciones posibles, escenarios, soluciones, ventajas y desventajas y elegir la solución más óptima.",3
Cuando paso noches durmiendo muy pocas horas para poder estudiar.,0
cuando siento que alguien depende de lo que realice,4
"Sueño, fatiga, desconcentración",4
Cuando recuerdo a mi papá.,5
Por estrés,5
Cuando paso más tiempo con mis amigos entre los recesos de cada clase,1
Cuando no puedo con las materias,0
"Cuando me frusto en alguna actividad, o tengo muchos pendientes encima como tareas , actividadees de hogar , entre otros problemas",5
Sentirse pleno con lo que se tiene,1
Pensar que debo hacer primero y como seguir para lograr mi meta a futuro para terminarlo y tratar de que todo salga como es debido,3
Los días en los que mi hermana tiene dolor,4
"Suelo meditar y buscar una solución por mi cuenta, en caso de que no lo logré busco asesoría de alguien mayor a mi.",3
"En ver recuerdos, pensar escenarios imaginarios",1
Buscó la manera de solucionarlo o buscar que no vuelva a ocurrir,2
Cuando estoy conviviendo con mi familia/personas que quiero o haciendo cosas que me gustan,1
Cuando realizo grandes pagos y veo que me faltan las facturas y me sobra todo un mes por delante. Cuando una persona sobrepasa mis limites.,0
Sentimiento acompañado de paz y tranquilidad por a ver dado todo de ti en cualquier situación de la vida.,1
Pensar demasiado en los pros y contras que puede llegar a tener la toma de alguna decisión.,3
Ansiedad,4
Cansancio y con un sentimiento de culpa,4
En la universidad y momentos de vida adulta.,0
Cuando situaciones internas o externas no terminan como yo deseaba.,0
Cuando ya no tengo tiempo para hacer algo importante y necesario. Cuando no tengo respuesta o soluciones para algunos problemas. Cuando las personas no aceptan otro punto de vista.,0
"Dolor de cabeza, fatiga, ardor estomacal",4
"Pánico, preocupada",2
"Comienzo a transpirar, se me seca la boca y cambia mi expresión.",4
Problemas familiares,5
Con amigos,1
Al pensar en el futuro,4
Uno de mis malos hábitos es evitar la situación,3
Al momento de empezar el día en cuestion de sentir otra vez la rutina.,0
"Cansancio, sueño, me cuesta concentrarme, falta de apetito.",4
Con estrés y frustración,2
Con paciencia y tranquilidad,2
"Tras recibir un gran daño verbal, fisico, etc. De una persona que realmente es importante para mi.",5
cuando tengo preciones de todo tipo,0
en las tardes,4
tensión en el pecho,4
En ninguna,5
Satisfacción en todo su esplendor,1
"En todo momento. La carga de trabajo que tengo estos días es mucha, pero solo queda darse ánimos y seguir adelante",0
"Actividades al aire libre, viajar, hablar con mis amigos",1
"Casi nunca, más allá del pensar acerca de que será mañana de mi",4
Me causa un poco de ansiedad y estres,2
"En las noches, siempre sobrepienso.",4
Aumento del ritmo cardíaco; ansiedad,4
Al estar con mi gata y estando con mis amistades,1
"Son cosas pequeñas, cosas familiares, personales, etc... Pero en todo momento uno se siente preocupado.",4
Todo el dia,4
"En mi pecho se siente como si se estuviera contrayendo, junto con nerviosismo",4
Dinero,1
"Cuando algo no me sale bien o tengo algo atrasado, o la vida no fluye como debe",0
Con desesperación y en ocasiones furia.,2
Problemas familiares,5
"pensar mucho antes de actuar, pero lamentablemente siempre actuo antes de pensar y siempre me ha traido consecuencias negativas",3
Realizando los proyectos finales,0
No sé,1
Buscar una solución inmediata,3
Viendo deportes,1
Trato de respirar fuertemente y pensar en cosas positivas. Para tener el valor de afrontar las situaciones que se me presenten de manera tranquila.,3
Buscar todas las opciones posibles e identificar pros y contras de cada una,3
"En situaciones en las que sienta enojo o frustración, tales como no lograr completar una o varios proyectos a tiempo, complicaciones personales tales como situaciones familiares, de amistad y/o romance, y sobrecarga de responsabilidades en un periodo corto de tiempo; llega un momento de reflexión a la hora más tranquila del día en el que me doy cuenta de la presión en la que me sostengo.",5
cuando estoy bajo presión o cuando no cumplo con mis promesas,0
después de regresar de clases,4
Analiso bien cada una de las situaciones presentes Escojo la que más sienta que es correcta Analiso las ventajas de estas en base a la otra opción Pienso la situación unas cuantas horas más o días Vuelvo a comparar ambas situaciones y elijo la mejor,3
relajo mi mente escuchando música o bromeando con la situación para pensar tranquilamente una solución,3
"cuando no puedo realizar una tarea rapido, cuando una persona hace bromas en momentos inoportunos o cuando tengo muchos pendieentes",0
"Trato de calmarme, respirar y entrar en razón lo más rápido que puedo para evaluar la situación. Debido a qué si no lo hago, no voy a ser capaz de resolver el problema.",3
"Al principio tengo una sensación de urgencia que me hace querer mover cielo mar y tierra para poder arreglar lo sucedido, en caso de no ser posible hacerlo tan rápido como me gustaría suelo molestarme y estresarme por un rato, hasta que reflexionando logro calmarme para de esa forma afrontar la situación de la mejor manera.",2
Analizo la situación y busco la mejor solución,2
"Comunicación inefectiva, actos irracionales",0
"El de salir a hacer actividades recreativas, estar presente por completo a lo que está sucediendo y buscar actividades gratificantes para ti, además de socializar con personas que te aporten estabilidad emocional",1
Valorar las posibilidades y consecuencias de la posible elección.,3
"Cuando hago de comer en mi casa, cuando las cosas no me salen como esperaba y cuando estoy apresurada de tiempo",0
Estar moviendo mi pie o estarme tronando los dedos,4
"Investigar de que se trata, informarme que me conviene",3
Cuando tengo mucho trabajo en tareas y estudiar para un examen.,0
1. Identificar el problema o la meta 2. Meditar las opciones que tengo 3. Observar los pros y contras de cada opcion 4. Decidir que opcion es la mejor 5. Aplicarla,3
Recapacitar y seguir adelante.,3
Al final de cada día de clases termino muy cansada y con mucho sueño.,0
"Depende, aveces prefiero evitar la situación mientras que otras solo intento ser resiliente",3
Integridad,1
"Situaciones en las que recuerdo cosas pasadas ,mascotas ,mi lugar de origen ,familia",5
Mientras veo momentos emotivos en las redes sociales,5
LA PERDIDA DE FAMILIARES,5
"Cuando se presenta un problema que me supera, al ver a un familiar muy enfermo, al sentir el rechazo de los demás y sentirme en soledad",5
"Usualmente cuando viajo para la Universidad, ya que viajo 2 horas para llegar.",0
Analizar las consecuencias y ver si vale la pena,3
"Al principio me estresó , pero trato de tranquilizarme porque enfocarme en el problema no me ayudará",2
cuando termino el dia o incluso antes de empezar el dia,0
Cuando no encuentro la solución para un problema personal,5
"Cuando pienso en situaciones que he pasado con mi familia últimamente, cuando me pongo a sobrepensar las cosas y cuando me preguntan si me pasa algo",5
"talvez recordar que es lo que hace feliz día con día a las personas, creo que el termino felicidad tiene distintos significados y distintas razones para serlo.",1
"Me fluye la nariz, y siento como hormigueo en el cuerpo.",4
"Sentirse seguro, comodo y bien independientemente de con quien estes o donde estes.",1
"Reviso cuáles son las alternativas que tengo y decido cuál es la mejor dependiendo sus pros y contras, también depende cual siento que sería más conveniente para mí o mis gustos",3
"Estar rodeado de personas y cosas que te hagan sentir bien, en las que no sientas presiones",1
"Jugando fútbol, cuando me va bien en el trabajo",1
"respirar, analizar, y ejecutar",3
"Me doy a la tarea de ver que ventajas y desventajas tiene cierta decisión, después de pensar con cierta neutralidad, escojo el mejor punto posible de acuerdo a las necesidades que se buscan",3
Dolor de cabeza,4
"Al realizar actividades en la escuela o trabajo que no siento que me estén aportando algo internamente, o cuando se junta todo el trabajo.",0
Cuando no entiendo algo,0
"Cuando procastino con mis deberes universitarios, por eso siempre debo hacer algo de tarea cuando llego a casa, si no me siento mal todo el día.",4
"A veces busco una solución, si no la hay solamente dejo pasar todo para no afectarme más",3
"Me siento feliz cuando estoy acompañado de familiares y amigos, cuando realizamos un plan de salida o la pasamos bien platicando.",1
Después de la escuela o en situaciones donde tuve que sobre pensar para que las cosas salieran lo mejor posible,0
Vivir el momento,1
Al tener que hacer una habilidad que debería ser tan sencilla como preguntar algo.,4
"comezón en la nariz y cabeza, punsaciones en cualquier parte del cuerpo",4
"Pues he tenido muchos exámenes, como ya dije tiendo a procrastinar mucho entonces estudio hasta las 3 de la mañana a veces porque no me da tiempo, y al día siguiente me ando durmiendo en algunas clases",0
Cuando mi avance en tareas y proyectos no sale como lo esperado.,4
Yo quiero lo que me merezco - Y qué te mereces? El mundo chico y lo que hay en el.,1
jugando o estando con amigas,1
Cuando recibo mi sueldo del trabajo y con el mismo me hago de mis cosas.,1
Cuando se me junta la carga,0
"Completar mi tarea y trabajos, reunirme con mi familia, ir a el gym, pasar el tiempo con amigos.",1
1.- No tener una emoción de por medio 2.- Pensar a futuro y si te conviene 3.- Tomar la decisión,3
"lo primero que haría sería colocar en una lista los posibles resultados de determinadas decisiones y así mismo anotar sus ventajas y desventajas, si una de esas opciones resulta más adecuada para lo que estoy buscando tomaría esa, en caso de no poder decidirme pediría consejo de alguien mayor que haya pasado por alguna situación similar, finalmente, ya con la decisión echa hablaría con mis padres para preguntarles su opinión y si cuento con su aprobación",3
Cuando no tengo tiempo libre y cuando la chica que me gusta no me hace caso.,5
1 observar mis valores 2 elejir respecto a mis valores de lo que esta bien y esta mal,3
"A final de semana, casi terminando las actividades pendientes de la misma",0
Estres,2
"El conjunto de sensaciones que evocan tranquilidad, la sensación de no querer huir",1
Al convivir con mis amigos,1
"Me dule el estomago, aveces tiemblo",4
Cuando no entrego tareas,4
NERVIOS Y ANGUSTIA,4
"Yo creo que para haber felicidad tiene que haber tristeza, sino un momento de felicidad no tendria el mismo valor, como yo lo veo es simplemente hacer lo que le gusta a uno sin afectar a los demas. Habran altibajos pero si uno se mantiene firme en sus convicciones las cosas resultaran bien.",1
"Pensar en los posibles resultados negativos, preocuparme y sobre pensar, después prepararme para cuando salga mal",3
Busco consejos de alguien cercano o algún familiar,3
Últimamente por estrés,5
Cada vez que tengo que realizar un trabajo o actividad escolar me preocupa el no poner hacerlo bien y fallar,4
"La felicidad es disfrutar de lo que haces, es sentirte libre con lo que eres.",1
"Cuando me va bien en la Uni, estoy en familia en un ambiente bueno y cuando estoy con mi novio.",1
Cuando las cosas no avanzan de acuerdo a lo planeado,4
En momentos donde invierto tiempo en actividades extraordinarias.,0
Regresando de la escuela,0
"Trato de mantener la calma y la compostura, determino si necesito ayuda o no, intento dar pasos lentos pero seguros, y siempre intento darme un espacio seguro dentro de mi mente para protegerme de lo que sea que me tenga que enfrentar (algo así como un refugio mental).",3
Entregando proyectos,0
Poner una balanza,3
"No estoy seguro, últimamente todo me parece difícil",3
No suelo preocuparme ya que me gusta hacer mis cosas con antelación,4
"Cuando tengo demasiadas cosas por hacer, me siento agobiada, cuando no entiendo algo",5
"Cuando logró realizar o completar las metas que me propongo, además de poder pasar tiempo con mis amigos",1
Cuando no soy productivo,0
Actualmente lo que me da alegría es estar con mi familia y salir a caminar,1
Cuando me peleo con mi hermano o con mis papas,5
"Experimento escalofríos, demasiado nerviosismo y dolor de cabeza, siento que me pesan los hombros",4
"Cuando planeo mis actividades laborales y no puedo cumplirlas totalmente, cuando sé que debo realizar cierta actividad como estudiar y no lo hago.",4
Al pensar en el futuro,4
"Tareas de la escuela o cuando tengo mucho trabajo, que no salga bien algo que planeo Quedar mal con la gente",0
"pues primero analisar si esa decisión tiene mas cosas a favor que encontra, por que asi asumes las consecuencias de esa decisión a tomar.",3
Por mis estudios y saber si puedo seguir estudiando o no,4
Con calma para no arruinar el día.,2
Meditarlo.,3
"Escalofríos, ansiedad y ganas de huir",4
Consultar platicarlo y meditarlo,3
Llorar y después buscar una alternativa para solucionar.,2
"Con la universidad, con tanto trabajo que se me juntó ya empiezo a sentir presión",0
"Trato de quitarle toda expectativa u emoción a la situación, para pensarla y darle vueltas, hasta que encuentre una salida.",3
Cuando tengo tiempo libre y me pongo a pensar,4
"Pues todos los días me siento cansado, viajo casi dos horas para llegar a la uni, así que siempre tengo que madrugar mucho.",0
Me lo pienso durante varios días si esto se puede,3
"Cuando estoy con mis amigos haciendo cosas que me gustan, cuando estoy con mi mamá platicando sobre cosas que le pasan a ella o me pasan a mi, cuando voy a comer con mi papá",1
El arte y la música,1
Nervios y escalofri,4
Casi es esta última semana por temas de trabajos finales,0
Analizo la problemática y busco posibles soluciones a ella que no importa si llevan tiempo o trabajo con tal de ser las adecuadas,3
"La felicidad es traicionera. Algunos días vuelve llena de vida, dispuesta a darte los mejores detalles de ella, te hace disfrutar y hacerte sentirte vivo pues tener emociones tan fuertes como es la felicidad es vivir, te hace sentirte lleno y pleno, lleno de paz, alegría y amor. La felicidad es hermosa, es amar a la persona que está a tu lado, es apreciar cada momento de tu día, es aquello que le da sentido a mi vida, pero solo es momentáneo y al igual de traicioneros que son los humanos lo es ella, se va, te miente, te deja un vacío, se vuelve en una droga, una necesidad. Pero que hermosa droga.",1
"Volví a ver a mi amiga después de 5 años, salí con un amigo a ver una película de un anime que nos gusta mucho, pude inscribir mis prácticas profesionales, le conté a una amiga que casi no comía porque no estoy en casa la mayor parte del día y me compró comida; uno de mis amigos me prestó un libro que esperaba leer con muchas ansias, en la iglesia cantamos un himno que pedí porque me gusta mucho y por último canté junto con mis compañeros en el teatro de la ciudad y nos divertimos mucho.",1
Cuando no duermo bien,0
"La analizo, checo posibles escenarios, tomo una posible solución y verifico si es la deseada",3
"mi piel pica, pienso demasiadas cosas al mismo tiempo",4
Cuando tengo 8 horas de clases seguidas sin descanso,0
"Cuando no llego temprano a la universidad, cuando no me sale una actividad o cuando sobre pienso una situación.",0
"Sudoración en las manos, consumó excesivo de la comida o morderse las uñas",4
"Una persona, Nahary",1
"Agruras estomacales, a veces dolor de cabeza o nauseas",4
Pensar en como eso afectara mi futuro y ver pros y contras,3
"Siempre, ya que estoy deprimido",0
Cuando estoy con mis amigos o familia,1
Jugando,1
"En la escuela, tareas finales, materias con posibilidad de reprobar",4
Tengo una hija y el hecho de que pueda estudiar y estar con ella gracias a que mi mamá y hermanas me ayudan a cuidarla me hace sentir alegre por poder continuar y ver a mi hija,1
Comienzo cuanto antes y planifico,3
"Cuando se llena el camión, cuando ando haciendo tarea o algo y me mandan a hacer otra cosa",0
"Sentir un poco de frustración y entender que fue mi culpa, y que puedo hacer para que no vuelva a pasar",2
Cuando compro cosas y comida,1
"Sentirte bien contigo, y disfrutar lo que haces",1
"Con calma , al momento un poco de enojo pero trato de sacar soluciones para poder hacerlo",2
"Al pensar cosas y que no pasen, planear cosas y no sucedan, no ver reciprocidad en cuanto afecto",5
"Analizar emociones, entrar en un punto neutro, analizar opciones, identificar el mejor y peor de los casos, optar por la opción más fiable",3
En ninguno.,4
Frío en el pecho.,4
"Sintiendo ""mariposas"" en el estómago.",4
La planeo con mucha calma,3
Estar con la cabeza fría y ver qué opción me sale mejor para mí,3
Ocuparme y no preocuparme.,3
momentos donde la angustia y estres no estan presentes,1
"En la última semana, por proyectos",4
Encontrar posibles soluciones y tranquilizarme y tratar de no pensar en ello,3
Intentar enfocar mis pensamientos en una cosa ajena,3
"Escribiría que la felicidad es algo que se puede obtener de una manera fácil, pero que se puede mantener de una manera muy complicada",1
Estando en el servicio,5
"Me estreso, suelo empezar a decir si hubiera salido antes... Si hubiera llevado el cargador, si hubiera avisado... Etc",2
"Al no poder con alguna tarea y tener que pedir apoyo, me preocupa no poder tener el potencial que se requiere para realizar tareas sola. También al creer que nunca podré llegar a ser nada en mi vida a no poder lograr mis objetivos.",4
"Pues me pongo un poco estresado, e incluso podria decir que me pongo de mal humor",2
"Sentirte en armonía contigo mismo con lo que haces con lo que eres y con lo que vas a hacer, priorizandose como persona y siendo ético y moral con las personas en el proceso.",1
"Tomar una decisión de la forma más estoica posible, tomándola con lógica sin involucrar emociones",3
"Cuando siento que no voy apoder hacer un tarea, o cuando veo que mi hermana no mejora",4
En las calificaciones,4
Cuando no sé dónde está mi familia.,4
"Veo como solucionarlo por ejemplo si es que mi celular se quedo sin bateria le pido a un amigo que me preste un cargador, si olvido mis llaves pues le aviso a mi mama que olvide mis llaves y que si me presta las suyas",2
"Los días que tengo que hacer tarea, pero pues hay que hacerlas.",0
En la escuela,4
Cuando sobrepienso sobre cosas que me importan,5
Se me acelera ligeramente la respiración.,4
"Al cumplir mis metas, convivir con familia y amigos",1
"Plantear la situación, analizar riesgos y beneficios, analizar alternativas y tomar la decisión.",3
Sudoracion,4
Cuando siento impotencia por no poder hacer nada respecto a situaciónes que no están a mi alcance.,5
Cuando pasa algo que no quiero o en momentos de presión,0
Todo el tiempo,4
"Respiro, luego analizo y ejecuto",3
"Enojarme con la vida por un momento, después pensar en frío y verificar que no es tan grave para mí existencia, y finalmente, intentar continuar con mi día",2
Algo de desesperación y quiero solucionarlo inmediatamente,2
Todos los días,0
"La felicidad está relaciona con reírse fuertemente con las personas que quieres, y darse cuenta que a pesar de todo lo malo, hay motivos para seguir ahí; la felicidad se trata de amar, querer, sentir intensamente, sin miedo a perder, equivocarse, a sufrir; como una noche oscura llena de estrellas",1
"Pensar que esto es solo un momento y mientras siga vivo, no hay mucho de que preocuparse",3
Cuando estoy con mi familia y amigos,1
*Conocer la situación a fondo *Comparar pros y contras *Tomar en cuenta los tiempos *Conocer alternativas,3
Al darme cuenta de lo difícil que es destacar en mi carrera,4
"primero con mucha frustración por dentro pero con calma por fuera, luego trato de mantener la calma por dentro, luego trato de pensar en que hay cosas que no controlamos y hay cosas que simplemente pueden salir mal, luego trato de seguir con mi día/vida.",2
Trato de tranquilizarme y pensar mejor las cosas,3
Cuando no puedo ayudar a alguien a quien quiero,5
Planear las cosas y alguien más las estrope o cundo surgen situaciones inesperadamente,0
1.Cuando algún trabajo no me sale correctamente. 2.Cuando recuerdo algunas situaciones desagradables por las cuales mis supuestos amigos me hicieron pasar. 3.Cuando me dan noticias malas acerca de la salud de mis seres queridos.,5
"Cuando cumplo mis metas a corto plazo, o situaciones de exito",1
Quizá la sensación de sentirse abrumado o pequeño.,4
CUANDO NO SALEN LAS COSAS COMO YO PENSABA,0
En todo momento,0
Al regresar a mi casa después de clases,0
Cuando paso por un duelo y cuando discuto con alguien,0
Hormigueos y angustia.,4
Paz mental,1
"Mantener la calma, ver que de puede rescatar de la situación, tratar de mejorar la situación,",3
"Al momento de realizar alguna tarea y/o proyecto de una materia que se me llegue a complicar debido a una planificación no tan eficiente de mi tiempo o por razones fuera de mi control. De igual manera, también me llega a preocupar si voy a llegar a casa sin algún contratiempo como un robo o asalto, o incluso algo más leve como el tráfico y que llegue muy tarde a casa.",4
Tomo los suficientes consejos para tomar una decisión que no me afecte tanto.,3
Cuando tengos pendientes con poco tiempo para poder entregarlos.,4
El recibir mi título electrónico y obtener respuestas favorables acerca de una vacante ya que podré desenvolverme en el ambiente hospitalario,1
con mi familia y cuando estoy con mis amigos (jugando videojuegos o platicando),1
Cuando voy a trabajar,0
"Buscar una solución inmediata y sino tiene solución, simplemente no hacer nada",3
"Pues yo creo que depende, pero normalmente inicio por análisis de la decisión, investigo las diferentes opciones que tengo, analizo el impacto de mi posible decisión y finalmente tomo mi decisión",3
Cuando me hieren sentimentalmente,5
"Seimpre maternerme en calma, buscar soluciones por tan simples que sean, pero tratar de salir de ese problema los mas antes posible.",2
no tiene significado cada quien le asigna unl,1
comezon en el cuerpo,4
Casi la mayoría de las veces al final del día me siento cansado.,0
"-cuando estoy con mi familia y mi novia, -cuando me felicitan por hacer alguna tarea bien, - por ver el proceso de crear algo por mí mismo",1
"Cuando algo no logro realizarlo, cuando surgen inconvenientes ajenos.",0
Sudor,4
"Tranquilo, pues siempre puedo contar con la ayuda de otros",2
Cuando no me salen las cosas,5
"Ver el cielo, ver como las hojas se mueven, comer algo que me gusta, estar con familiares, hacer algo que a mi me gusta, y consentirme",1
Cuando no hago nada,4
"Ritmo cardiaco aumentado, tics como dar pequeños saltos con el pie mientras estoy sentado, apretar la mandíbula",4
Por la noche o durante mis ratos dónde no tengo nada que hacer comienzo a pensar mucho,4
Cuando las cosas no sales como deben de salir,0
"Lloro, trato de desahogarme",3
Cuando visito a mi familia y juego videojuegos con mis primos.,1
"Cuando pasó tiempo con personas que me agradan, cuando hago actividades que me gustan.",1
Trato de buscar soluciones para que me afecte lo menos posible.,2
Por parte de la escuela y por parte del trabajo,4
"Cuando tengo una carga de trabajo y tarea. Mi horario de clases es temprano, asi que duermo poco",0
"Creo que cuando estoy comiendo, no se es como que me llegan todas las preocupaciones que tengo y como que me empiezo a sentir mal",4
"Al entregar proyectos, al sobre pensar acerca si mi pareja es infiel en mi relación y al pensar en mi futuro.",4
"a veces me enfado conmigo mismo, pero la mayoría de las veces sigo como si nada hubiera pasado",2
"Cuando mis compañeros de equipo no me ayudan, cuando el tiempo no me da para hacer todo lo que quiero",0
"Estrés y a la vez no me concentro por pensar en las alternativas o formas de resolver el problema, me hago en un mar de ideas y opciones para solucionar el problema",2
"Sentirse bien donde sea que estés, buscar el lado bueno de las cosas",1
Me siento triste y culpable,2
"Si me encuentro con algún pendiente o una actividad rezagada, en donde no tengo ni idea de cómo empezar",4
"Cuando he terminado mis proyectos y que son algo complicados para mí, cuando juego videojuegos, cuando salgo con mi novia y/o amigos",1
Cuando tengo muchas cosas que hacer y no se por donde empezar,0
"Un poco preocupado, nervioso",2
